title,level,school,casting time,range,components,duration,source,spell lists,description
Charm Monster,4,enchantment,1 action,30 feet,"V, S",1 hour,Xanathar's Guide to Everything,"Bard, Druid, Sorcerer, Warlock, Wizard","<p>You attempt to charm a creature you can see within range. It must make a Wisdom saving throw, and it does so with advantage if you or your companions are fighting it. If it fails the saving throw, it is charmed by you until the spell ends or until you or your companions do anything harmful to it. The charmed creature is friendly to you. When the spell ends, the creature knows it was charmed by you.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th. The creatures must be within 30 feet of each other when you target them.</p>"
Confusion,4,enchantment,1 action,90 feet,"V, S, M (three nut shells)","Concentration, up to 1 minute",Player's Handbook,"Bard, Druid, Sorcerer, Wizard","<p>This spell assaults and twists creatures’ minds, spawning delusions and provoking uncontrolled actions. Each creature in a 10-foot-radius sphere centered on a point you choose within range must succeed on a Wisdom saving throw when you cast this spell or be affected by it.</p><p>An affected target can’t take reactions and must roll a d10 at the start of each of its turns to determine its behavior for that turn.</p><p>At the end of its turns, an affected target can make a Wisdom saving throw. If it succeeds, this effect ends for that target.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, the radius of the sphere increases by 5 feet for each slot level above 4th.</p>"
Conjure Minor Elementals,4,conjuration,1 minute,90 feet,"V, S","Concentration, up to 1 hour",Player's Handbook,"Druid, Wizard","<p>You summon elementals that appear in unoccupied spaces that you can see within range. You choose one the following options for what appears:</p><ul>
<li>One elemental of challenge rating 2 or lower</li>
</ul><ul>
<li>Two elementals of challenge rating 1 or lower</li>
</ul><ul>
<li>Four elementals of challenge rating 1/2 or lower</li>
</ul><ul>
<li>Eight elementals of challenge rating 1/4 or lower</li>
</ul><p>An elemental summoned by this spell disappears when it drops to 0 hit points or when the spell ends.</p><p>The summoned creatures are friendly to you and your companions. Roll initiative for the summoned creatures as a group, which has its own turns. They obey any verbal commands that you issue to them (no action required by you). If you don’t issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. The DM has the creatures’ statistics.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear: twice as many with a 6th-level slot and three times as many with an 8th-level slot.</p>"
Conjure Woodland Beings,4,conjuration,1 action,60 feet,"V, S, M (one holly berry per creature summoned)","Concentration, up to 1 hour",Player's Handbook,"Druid, Ranger","<p>You summon fey creatures that appear in unoccupied spaces that you can see within range. Choose one of the following options for what appears:</p><ul>
<li>One fey creature of challenge rating 2 or lower</li>
</ul><ul>
<li>Two fey creatures of challenge rating 1 or lower</li>
</ul><ul>
<li>Four fey creatures of challenge rating 1/2 or lower</li>
</ul><ul>
<li>Eight fey creatures of challenge rating 1/4 or lower</li>
</ul><p>A summoned creature disappears when it drops to 0 hit points or when the spell ends.</p><p>The summoned creatures are friendly to you and your companions. Roll initiative for the summoned creatures as a group, which have their own turns. They obey any verbal commands that you issue to them (no action required by you). If you don’t issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. The DM has the creatures’ statistics.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear: twice as many with a 6th-level slot, and three times as many with an 8th-level slot.</p>"
Control Water,4,transmutation,1 action,300 feet,"V, S, M (a drop of water and a pinch of dust)","Concentration, up to 10 minutes",Player's Handbook,"Cleric, Druid, Wizard","<p>Until the spell ends, you control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. You can choose from any of the following effects when you cast this spell. As an action on your turn, you can repeat the same effect or choose a different one.</p><p><strong><em>Flood.</em></strong> You cause the water level of all standing water in the area to rise by as much as 20 feet. If the area includes a shore, the flooding water spills over onto dry land. If you choose an area in a large body of water, you instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. Any Huge or smaller vehicles in the wave’s path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing. The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wave, the wave repeats on the start of your next turn while the flood effect lasts.</p><p><strong><em>Part Water.</em></strong> You cause water in the area to move apart and create a trench. The trench extends across the spell’s area, and the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored.</p><p><strong><em>Redirect Flow.</em></strong> You cause flowing water in the area to move in a direction you choose, even if the water has to flow over obstacles, up walls, or in other unlikely directions. The water in the area moves as you direct it, but once it moves beyond the spell’s area, it resumes its flow based on the terrain conditions. The water continues to move in the direction you chose until the spell ends or you choose a different effect.</p><p><strong><em>Whirlpool.</em></strong> This effect requires a body of water at least 50 feet square and 25 feet deep. You cause a whirlpool to form in the center of the area. The whirlpool forms a vortex that is 5 feet wide at the base, up to 50 feet wide at the top, and 25 feet tall. Any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. A creature can swim away from the vortex by making a Strength (Athletics) check against your spell save DC.</p><p>When a creature enters the vortex for the first time on a turn or starts its turn there, it must make a Strength saving throw. On a failed save, the creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. On a successful save, the creature takes half damage, and isn’t caught in the vortex. A creature caught in the vortex can use its action to try to swim away from the vortex as described above, but has disadvantage on the Strength (Athletics) check to do so.</p><p>The first time each turn that an object enters the vortex, the object takes 2d8 bludgeoning damage, this damage occurs each round it remains in the vortex.</p>"
Divination,4,divination,1 action,Self,"V, S, M (incense and a sacrificial offering appropriate to your religion, together worth at least 25 gp, which the spell consumes)",Instantaneous,Player's Handbook,"Cleric, Druid (Optional), Wizard (Optional)","<p>Your magic and an offering put you in contact with a god or a god’s servants. You ask a single question concerning a specific goal, event, or activity to occur within 7 days. The DM offers a truthful reply. The reply might be a short phrase, a cryptic rhyme, or an omen.</p><p>The spell doesn’t take into account any possible circumstances that might change the outcome, such as the casting of additional spells or the loss or gain of a companion.</p><p>If you cast this spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get a random reading. The DM makes this roll in secret.</p>"
Dominate Beast,4,enchantment,1 action,60 feet,"V, S","Concentration, up to 1 minute",Player's Handbook,"Druid, Ranger (Optional), Sorcerer","<p>You attempt to beguile a beast that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.</p><p>While the beast is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability.</p><p>You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.</p><p>Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell with a 5th-level spell slot, the duration is concentration, up to 10 minutes. When you use a 6th-level spell slot, the duration is concentration, up to 1 hour. When you use a spell slot of 7th level or higher, the duration is concentration, up to 8 hours</p>"
Elemental Bane,4,transmutation,1 action,90 feet,"V, S","Concentration, up to 1 minute",Xanathar's Guide to Everything,"Druid, Warlock, Wizard, Artificer","<p>Choose one creature you can see within range, and choose one of the following damage types: acid, cold, fire, lightning, or thunder. The target must succeed on a Constitution saving throw or be affected by the spell for its duration. The first time each turn the affected target takes damage of the chosen type, the target takes an extra 2d6 damage of that type. Moreover, the target loses any resistance to that damage type until the spell ends.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th. The creatures must be within 30 feet of each other when you target them.</p>"
Fire Shield,4,evocation,1 action,Self,"V, S, M (a bit of phosphorus or a firefly)",10 minutes,Player's Handbook,"Druid (Optional), Sorcerer (Optional), Wizard","<p>Thin and wispy flames wreathe your body for the duration, shedding bright light in a 10-foot radius and dim light for an additional 10 feet. You can end the spell early by using an action to dismiss it.</p><p>The flames provide you with a warm shield or a chill shield, as you choose. The warm shield grants you resistance to cold damage, and the chill shield grants you resistance to fire damage.</p><p>In addition, whenever a creature within 5 feet of you hits you with a melee attack, the shield erupts with flame. The attacker takes 2d8 fire damage from a warm shield, or 2d8 cold damage from a cold shield.</p>"
Freedom of Movement,4,abjuration,1 action,Touch,"V, S, M (a leather strap, bound around the arm or a similar appendage)",1 hour,Player's Handbook,"Artificer, Bard, Cleric, Druid, Ranger","<p>You touch a willing creature. For the duration, the target’s movement is unaffected by difficult terrain, and spells and other magical effects can neither reduce the target’s speed nor cause the target to be paralyzed or restrained.</p><p>The target can also spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature that has it grappled. Finally, being underwater imposes no penalties on the target’s movement or attacks.</p>"
Giant Insect,4,transmutation,1 action,30 feet,"V, S","Concentration, up to 10 minutes",Player's Handbook,Druid,"<p>You transform up to ten centipedes, three spiders, five wasps, or one scorpion within range into giant versions of their natural forms for the duration. A centipede becomes a giant centipede, a spider becaomes a giant spider, a wasp becomes a giant wasp, and a scorpion becomes a giant scorpion.</p><p>Each creature obeys your verbal commands, and in combat, they act on your turn each round. The DM has the statistics for these creatures and resolves their actions and movement.</p><p>A creature remains in its giant size for the duration, until it drops to 0 hit points, or until you use an action to dismiss the effect on it.</p><p>The DM might allow you to choose different targets. For example, if you transform a bee, its giant version might have the same statistics as a giant wasp.</p>"
Grasping Vine,4,conjuration,1 bonus action,30 feet,"V, S","Concentration, up to 1 minute",Player's Handbook,"Druid, Ranger","<p>You conjure a vine that sprouts from the ground in an unoccupied space of your choice that you can see within range. When you cast this spell, you can direct the vine to lash out at a creature within 30 feet of it that you can see. That creature must succeed on a Dexterity saving throw or be pulled 20 feet directly toward the vine.</p><p>Until the spell ends, you can direct the vine to lash out at the same creature or another one as a bonus action on each of your turns.</p>"
Guardian of Nature,4,transmutation,1 bonus action,Self,V,"Concentration, up to 1 minute",Xanathar's Guide to Everything,"Druid, Ranger","<p>A nature spirit answers your call and transforms you into a powerful guardian. The transformation lasts until the spell ends. You choose one of the following forms to assume: Primal Beast or Great Tree.</p><p><strong>Primal Beast.</strong> Bestial fur covers your body, your facial features become feral, and you gain the following benefits:</p><ul>
<li>Your walking speed increases by 10 feet.</li>
</ul><ul>
<li>You gain darkvision with a range of 120 feet.</li>
</ul><ul>
<li>You make Strength-based attack rolls with advantage.</li>
</ul><ul>
<li>Your melee weapon attacks deal an extra 1d6 force damage on a hit.</li>
</ul><p><strong>Great Tree.</strong> Your skin appears barky, leaves sprout from your hair, and you gain the following benefits:</p><ul>
<li>You gain 10 temporary hit points.</li>
</ul><ul>
<li>You make Constitution saving throws with advantage.</li>
</ul><ul>
<li>You make Dexterity and Wisdom-based attack rolls with advantage.</li>
</ul><ul>
<li>While you are on the ground, the ground within 15 feet of you is difficult terrain for your enemies.</li>
</ul>"
Hallucinatory Terrain,4,illusion,10 minutes,300 feet,"V, S, M (a stone, a twig, and a bit of green plant)",24 hours,Player's Handbook,"Bard, Druid, Warlock, Wizard","<p>You make natural terrain in a 150-foot cube in range look, sound, and smell like some other sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren’t changed in appearance.</p><p>The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to see through the illusion. If the difference isn’t obvious by touch, a creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it is, sees it as a vague image superimposed on the terrain.</p>"
Ice Storm,4,evocation,1 action,300 feet,"V, S, M (a pinch of dust and a few drops of water)",Instantaneous,Player's Handbook,"Druid, Sorcerer, Wizard","<p>A hail of rock-hard ice pounds to the ground in a 20-foot-radius, 40-foot-high cylinder centered on a point within range. Each creature in the cylinder must make a Dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one.</p><p>Hailstones turn the storm’s area of effect into difficult terrain until the end of your next turn.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, the bludgeoning damage increases by 1d8 for each slot level above 4th.</p>"
Locate Creature,4,divination,1 action,Self,"V, S, M (a bit of fur from a bloodhound)","Concentration, up to 1 hour",Player's Handbook,"Bard, Cleric, Druid, Paladin, Ranger, Wizard","<p>Describe or name a creature that is familiar to you. You sense the direction to the creature’s location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.</p><p>The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close – within 30 feet – at least once. If the creature you described or named is in a different form, such as being under the effects of a polymorph spell, this spell doesn’t locate the creature.</p><p>This spell can’t locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature.</p>"
Polymorph,4,transmutation,1 action,60 feet,"V, S, M (a caterpillar cocoon)","Concentration, up to 1 hour",Player's Handbook,"Bard, Druid, Sorcerer, Wizard","<p>This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a Wisdom saving throw to avoid the effect. A shapechanger automatically succeeds on this saving throw.</p><p>The transformation lasts for the duration, or until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target’s (or the target’s level, if it doesn’t have a challenge rating). The target’s game statistics, including mental ability scores, are replaced by the statistics of the chosen beast. It retains its alignment and personality.</p><p>The target assumes the hit points of its new form. When it reverts to its normal form, the creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesn’t reduce the creature’s normal form to 0 hit points, it isn’t knocked unconscious.</p><p>The creature is limited in the actions it can perform by the nature of its new form, and it can’t speak, cast spells, or take any other action that requires hands or speech.</p><p>The target’s gear melds into the new form. The creature can’t activate, use, wield, or otherwise benefit from any of its equipment. This spell can’t affect a target that has 0 hit points.</p>"
Stone Shape,4,transmutation,1 action,Touch,"V, S, M (soft clay, which must be worked into roughly the desired shape of the stone object)",Instantaneous,Player's Handbook,"Artificer, Cleric, Druid, Wizard","<p>You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn’t possible.</p>"
Stoneskin,4,abjuration,1 action,Touch,"V, S, M (diamond dust worth 100 gp, which the spell consumes)","Concentration, up to 1 hour",Player's Handbook,"Artificer, Druid, Ranger, Sorcerer, Wizard","<p>This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and slashing damage.</p>"
Summon Elemental,4,conjuration,1 action,90 feet,"V, S, M (air, a pebble, ash, and water inside a gold-inlaid vial worth at least 400 gp)","Concentration, up to 1 hour",Tasha's Cauldron of Everything,"Druid (Optional), Ranger (Optional), Wizard (Optional)","<p>You call forth an elemental spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Elemental Spirit stat block. When you cast the spell, choose an element: Air, Earth, Fire, or Water. The creature resembles a bipedal form wreathed in the chosen element, which determines certain traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.</p><p>The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its move to avoid danger.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell’s level appears in the stat block.</p>"
Wall of Fire,4,evocation,1 action,120 feet,"V, S, M (a small piece of phosphorus)","Concentration, up to 1 minute",Player's Handbook,"Druid, Sorcerer, Wizard","<p>You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration.</p><p>When the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save.</p><p>One side of the wall, selected by you when you cast this spell, deals 5d8 fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th.</p>"
Watery Sphere,4,conjuration,1 action,90 feet,"V, S, M (a droplet of water)","Concentration, up to 1 minute",Xanathar's Guide to Everything,"Druid, Sorcerer, Wizard","<p>You conjure up a sphere of water with a 5-foot radius on a point you can see within range. The sphere can hover in the air, but no more than 10 feet off the ground. The sphere remains for the spell’s duration.</p><p>Any creature in the sphere’s space must make a Strength saving throw. On a successful save, a creature is ejected from that space to the nearest unoccupied space outside it. A Huge or larger creature succeeds on the saving throw automatically. On a failed save, a creature is restrained by the sphere and is engulfed by the water. At the end of each of its turns, a restrained target can repeat the saving throw.</p><p>The sphere can restrain a maximum of four Medium or smaller creatures or one Large creature. If the sphere restrains a creature in excess of these numbers, a random creature that was already restrained by the sphere falls out of it and lands prone in a space within 5 feet of it.</p><p>As an action, you can move the sphere up to 30 feet in a straight line. If it moves over a pit, cliff, or other drop, it safely descends until it is hovering 10 feet over ground. Any creature restrained by the sphere moves with it. You can ram the sphere into creatures, forcing them to make the saving throw, but no more than once per turn.</p><p>When the spell ends, the sphere falls to the ground and extinguishes all normal flames within 30 feet of it. Any creature restrained by the sphere is knocked prone in the space where it falls.</p>"
Antilife Shell,5,abjuration,1 action,Self (10-foot radius),"V, S","Concentration, up to 1 hour",Player's Handbook,Druid,"<p>A shimmering barrier extends out from you in a 10-foot radius and moves with you, remaining centered on you and hedging out creatures other than undead and constructs.</p><p>The barrier lasts for the duration. The barrier prevents an affected creature from passing or reaching through. An affected creature can cast spells or make attacks with ranged or reach weapons through the barrier.</p><p>If you move so that an affected creature is forced to pass through the barrier, the spell ends.</p>"
Awaken,5,transmutation,8 hours,Touch,"V, S, M (an agate worth at least 1,000 gp, which the spell consumes)",Instantaneous,Player's Handbook,"Bard, Druid","<p>After spending the casting time tracing magical pathways within a precious gemstone, you touch a huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less.</p><p>The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plant, it gains the ability to move its limbs, roots, vines, creepers, and so forth, and it gains senses similar to a human’s. Your DM chooses statistics appropriate for the awakened plant, such as the statistics for the awakened shrub or the awakened tree.</p><p>The awakened beast or plant is charmed by you for 30 days or until you and your companions do anything harmful to it. When the charmed condition ends, the awakened creature chooses whether to remain friendly to you, based on how you treated it while it was charmed.</p>"
Commune with Nature,5,divination,1 minute,Self,"V, S",Instantaneous,Player's Handbook,"Druid, Ranger","<p>You briefly become one with nature and gain knowledge of the surrounding territory. In the outdoors, the spell gives you knowledge of the land within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn’t function where nature has been replaced by construction, such as in dungeons and towns.</p><p>You instantly gain knowledge of up to three facts of your choice about any of the following subjects as they relate to the area:</p><ul>
<li>terrain and bodies of water</li>
</ul><ul>
<li>prevalent plants, minerals, animals, or peoples</li>
</ul><ul>
<li>powerful celestials, fey, fiends, elementals, or undead</li>
</ul><ul>
<li>influence from other planes of existence</li>
</ul><ul>
<li>buildings</li>
</ul><p>For example, you could determine the location of powerful undead in the area, the location of major sources of safe drinking water, and the location of any nearby towns.</p>"
Cone of Cold,5,evocation,1 action,Self (60-foot cone),"V, S, M (a small crystal or glass cone)",Instantaneous,Player's Handbook,"Druid (Optional), Sorcerer, Wizard","<p>A blast of cold air erupts from your hands. Each creature in a 60-foot cone must make a Constitution saving throw. A creature takes 8d8 cold damage on a failed save, or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.</p>"
Conjure Elemental,5,conjuration,1 minute,90 feet,"V, S, M (burning incense for air, soft clay for earth, sulfur and phosphorus for fire, or water and sand for water)","Concentration, up to 1 hour",Player's Handbook,"Druid, Wizard","<p>You call forth an elemental servant. Choose an area of air, earth, fire, or water that fills a 10-foot cube within range. An elemental of challenge rating 5 or lower appropriate to the area you chose appears in an unoccupied space within 10 feet of it. For example, a fire elemental emerges from a bonfire, and an earth elemental rises up from the ground. The elemental disappears when it drops to 0 hit points or when the spell ends.</p><p>The elemental is friendly to you and your companions for the duration. Roll initiative for the elemental, which has its own turns. It obeys any verbal commands that you issue to it (no action required by you). If you don’t issue any commands to the elemental, it defends itself from hostile creatures but otherwise takes no actions.</p><p>If your concentration is broken, the elemental doesn’t disappear. Instead, you lose control of the elemental, it becomes hostile toward you and your companions, and it might attack. An uncontrolled elemental can’t be dismissed by you, and it disappears 1 hour after you summoned it. The DM has the elemental’s statistics.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 6th level or higher, the challenge rating increases by 1 for each slot level above 5th.</p>"
Contagion,5,necromancy,1 action,Touch,"V, S",7 days,Player's Handbook,"Cleric, Druid","<p>Your touch inflicts disease. Make a melee spell attack against a creature within your reach. On a hit, the target is poisoned.</p><p>At the end of each of the poisoned target’s turns, the target must make a Constitution saving throw. If the target succeeds on three of these saves, it is no longer poisoned, and the spell ends. If the target fails three of these saves, the target is no longer poisoned, but choose one of the diseases below. The target is subjected to the chosen disease for the spell’s duration.</p><p>Since this spell induces a natural disease in its target, any effect that removes a disease or otherwise ameliorates a disease’s effects apply to it.</p><ul>
<li><strong>Blinding Sickness.</strong> Pain grips the creature’s mind, and its eyes turn milky white. The creature has disadvantage on Wisdom checks and Wisdom saving throws and is blinded.</li>
</ul><ul>
<li><strong>Filth Fever.</strong> A raging fever sweeps through the creature’s body. The creature has disadvantage on Strength checks, Strength saving throws, and attack rolls that use Strength.</li>
</ul><ul>
<li><strong>Flesh Rot.</strong> The creature’s flesh decays. The creature has disadvantage on Charisma checks and vulnerability to all damage.</li>
</ul><ul>
<li><strong>Mindfire.</strong> The creature’s mind becomes feverish. The creature has disadvantage on Intelligence checks and Intelligence saving throws, and the creature behaves as if under the effects of the confusion spell during combat.</li>
</ul><ul>
<li><strong>Seizure.</strong> The creature is overcome with shaking. The creature has disadvantage on Dexterity checks, Dexterity saving throws, and attack rolls that use Dexterity.</li>
</ul><ul>
<li><strong>Slimy Doom.</strong> The creature begins to bleed uncontrollably. The creature has disadvantage on Constitution checks and Constitution saving throws. In addition, whenever the creature takes damage, it is stunned until the end of its next turn.</li>
</ul>"
Control Winds,5,transmutation,1 action,300 feet,"V, S","Concentration, up to 1 hour",Xanathar's Guide to Everything,"Druid, Sorcerer, Wizard","<p>You take control of the air in a 100-foot cube that you can see within range. Choose one of the following effects when you cast the spell. The effect lasts for the spell’s duration, unless you use your action on a later turn to switch to a different effect. You can also use your action to temporarily halt the effect or to restart one you’ve halted.</p><ul>
<li><strong>Gusts.</strong> A wind picks up within the cube, continually blowing in a horizontal direction that you choose. You choose the intensity of the wind: calm, moderate, or strong. If the wind is moderate or strong, ranged weapon attacks that pass through it or that are made against targets within the cube have disadvantage on their attack rolls. If the wind is strong, any creature moving against the wind must spend 1 extra foot of movement for each foot moved.</li>
</ul><ul>
<li><strong>Downdraft.</strong> You cause a sustained blast of strong wind to blow downward from the top of the cube. Ranged weapon attacks that pass through the cube or that are made against targets within it have disadvantage on their attack rolls. A creature must make a Strength saving throw if it flies into the cube for the first time on a turn or starts its turn there flying. On a failed save, the creature is knocked prone.</li>
</ul><ul>
<li><strong>Updraft.</strong> You cause a sustained updraft within the cube, rising upward from the cube’s bottom edge. Creatures that end a fall within the cube take only half damage from the fall. When a creature in the cube makes a vertical jump, the creature can jump up to 10 feet higher than normal.</li>
</ul>"
Freedom of the Winds (HB),5,abjuration,1 action,Self,"V, S, M (a scrap of sailcloth)","Concentration, up to 10 minutes",Tal'Dorei Campaign Setting Reborn,"Druid, Ranger, Sorcerer","<p>Wind wraps around your body, tugging at your hair and clothing as your feet lift off the ground. You gain a flying speed of 60 feet. Additionally, you have advantage on ability checks to avoid being grappled, and on saving throws against being restrained or paralyzed.</p><p>When you are targeted by a spell or attack while this spell is in effect, you can use a reaction to teleport up to 60 feet to an unoccupied space you can see. If this movement takes you out of range of the triggering spell or attack, you are unaffected by it. This spell then ends when you reappear.</p>"
Geas,5,enchantment,1 minute,60 feet,V,30 days,Player's Handbook,"Bard, Cleric, Druid, Paladin, Wizard","<p>You place a magical command on a creature that you can see within range, forcing it to carry out some service or refrain from some action or course of activity as you decide.</p><p>If the creature can understand you, it must succeed on a Wisdom saving throw or become charmed by you for the duration. While the creature is charmed by you, it takes 5d10 psychic damage each time it acts in a manner directly counter to your instructions, but no more than once each day. A creature that can’t understand you is unaffected by the spell.</p><p>You can issue any command you choose, short of an activity that would result in certain death. Should you issue a suicidal command, the spell ends. You can end the spell early by using an action to dismiss it. A <a href=""http://dnd5e.wikidot.com/spell:remove-curse"">Remove Curse</a>, <a href=""http://dnd5e.wikidot.com/spell:greater-restoration"">Greater Restoration</a>, or <a href=""http://dnd5e.wikidot.com/spell:wish"">Wish</a> spell also ends it.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 7th or 8th level, the duration is 1 year. When you cast this spell using a spell slot of 9th level, the spell lasts until it is ended by one of the spells mentioned above.</p>"
Greater Restoration,5,abjuration,1 action,Touch,"V, S, M (diamond dust worth at least 100 gp, which the spell consumes)",Instantaneous,Player's Handbook,"Artificer, Bard, Cleric, Druid, Ranger (Optional)","<p>You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target’s exhaustion level by one, or end one of the following effects on the target:</p><ul>
<li>One effect that charmed or petrified the target</li>
</ul><ul>
<li>One curse, including the target’s attunement to a cursed magic item</li>
</ul><ul>
<li>Any reduction to one of the target’s ability scores</li>
</ul><ul>
<li>One effect reducing the target’s hit point maximum</li>
</ul>"
Insect Plague,5,conjuration,1 action,300 feet,"V, S, M (a few grains of sugar, some kernels of grain, and a smear of fat)","Concentration, up to 10 minutes",Player's Handbook,"Cleric, Druid, Sorcerer","<p>Swarming, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The sphere’s area is difficult terrain.</p><p>When the area appears, each creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell’s area for the first time on a turn or ends its turn there.</p><p><strong><em>At Higher Levels.</em></strong> When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th.</p>"
Maelstrom,5,evocation,1 action,120 feet,"V, S, M (paper or leaf in the shape of a funnel)","Concentration, up to 1 minute",Xanathar's Guide to Everything,Druid,"<p>A mass of 5-foot-deep water appears and swirls in a 30-foot radius centered on a point you can see within range. The point must be on ground or in a body of water. Until the spell ends, that area is difficult terrain, and any creature that starts its turn there must succeed on a Strength saving throw or take 6d6 bludgeoning damage and be pulled 10 feet toward the center.</p>"
